class	class label	textdef	rhea	ec	metacyc
GO:0047246	luteolin-7-O-glucuronide 7-O-glucuronosyltransferase activity	Catalysis of the reaction: luteolin 7-O-beta-D-glucosiduronate + UDP-alpha-D-glucuronate = H(+) + luteolin 7-O-[(beta-D-glucosiduronate)-(1->2)-(beta-D-glucosiduronate)] + UDP.	RHEA:14149	EC:2.4.1.190	MetaCyc:2.4.1.190-RXN
GO:0047247	luteolin-7-O-diglucuronide 4'-O-glucuronosyltransferase activity	Catalysis of the reaction: luteolin 7-O-[(beta-D-glucosiduronate)-(1->2)-(beta-D-glucosiduronate)] + UDP-alpha-D-glucuronate = H(+) + luteolin 7-O-[(beta-D-glucosiduronate)-(1->2)-(beta-D-glucosiduronate)] 4'-O-beta-D-glucosiduronate + UDP.	RHEA:22116	EC:2.4.1.191	MetaCyc:2.4.1.191-RXN
GO:0080116	glucuronoxylan glucuronosyltransferase activity	Catalysis of the transfer of glucuronate to the xylan backbone of glucuronoxylan molecule.			
GO:0003831	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	Catalysis of the reaction: UDP-galactose + N-acetyl-beta-D-glucosaminylglycopeptide = UDP + beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminylglycopeptide.	RHEA:22932	EC:2.4.1.38	MetaCyc:2.4.1.38-RXN
GO:0046481	digalactosyldiacylglycerol synthase activity	Catalysis of the reaction: 1,2-diacyl-3-beta-D-galactosyl-sn-glycerol + UDP-D-galactose = 3-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-1,2-diacyl-sn-glycerol + H(+) + UDP.	RHEA:10520	EC:2.4.1.241	MetaCyc:RXN-1225
GO:0047240	lactosylceramide beta-1,3-galactosyltransferase activity	Catalysis of the reaction: D-galactosyl-(1->4)-beta-D-glucosyl-R + UDP-D-galactose = D-galactosyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-R + H(+) + UDP.	RHEA:18413	EC:2.4.1.179	MetaCyc:2.4.1.179-RXN
GO:0003843	1,3-beta-D-glucan synthase activity	Catalysis of the reaction: UDP-glucose + [(1->3)-beta-D-glucosyl](n) = UDP + [(1->3)-beta-D-glucosyl](n+1).		EC:2.4.1.34	MetaCyc:13-BETA-GLUCAN-SYNTHASE-RXN
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	Catalysis of the addition of UDP-glucose on to asparagine-linked (N-linked) oligosaccharides of the form Man7-9GlcNAc2 on incorrectly folded glycoproteins.		EC:2.4.1	
GO:0080043	quercetin 3-O-glucosyltransferase activity	Catalysis of the transfer of a glucosyl group from UDP-glucose to the 3-hydroxy group of a quercetin molecule.			
GO:0080044	quercetin 7-O-glucosyltransferase activity	Catalysis of the transfer of a glucosyl group from UDP-glucose to the 7-hydroxy group of a quercetin molecule.			
GO:0080045	quercetin 3'-O-glucosyltransferase activity	Catalysis of the transfer of a glucosyl group from UDP-glucose to the 3'-hydroxy group of a quercetin molecule.			
GO:0080046	quercetin 4'-O-glucosyltransferase activity	Catalysis of the transfer of a glucosyl group from UDP-glucose to the 4'-hydroxy group of a quercetin molecule.			MetaCyc:RXN-10788
GO:0050513	glycoprotein 2-beta-D-xylosyltransferase activity	Catalysis of the reaction: N(4)-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl}-L-asparagine + UDP-alpha-D-xylose = N(4)-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-[beta-D-xylosyl-(1->2)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-D-glucosaminyl}-L-asparagine + H(+) + UDP.	RHEA:10612	EC:2.4.2.38	MetaCyc:2.4.2.38-RXN
GO:0000009	alpha-1,6-mannosyltransferase activity	Catalysis of the transfer of a mannose residue to an oligosaccharide, forming an alpha-(1->6) linkage.		EC:2.4.1.232	
GO:0000026	alpha-1,2-mannosyltransferase activity	Catalysis of the transfer of a mannose residue to an oligosaccharide, forming an alpha-(1->2) linkage.			
GO:0000033	alpha-1,3-mannosyltransferase activity	Catalysis of the transfer of a mannose residue to an oligosaccharide, forming an alpha-(1->3) linkage.			
GO:0004376	glycolipid mannosyltransferase activity	Catalysis of the transfer of an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-D-mannosyl-D-mannose linkage.			
GO:0004584	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity	Catalysis of the transfer of an alpha-D-mannosyl residue from dolichyl-phosphate D-mannose into membrane lipid-linked oligosaccharide.		EC:2.4.1.130	MetaCyc:2.4.1.130-RXN
GO:0019187	beta-1,4-mannosyltransferase activity	Catalysis of the transfer of a mannose residue to an oligosaccharide, forming a beta-(1->4) linkage.			
GO:0047252	beta-mannosylphosphodecaprenol-mannooligosaccharide 6-mannosyltransferase activity	Catalysis of the reaction: (1->6)-alpha-D-mannosyloligosaccharide + beta-D-mannosylphosphodecaprenol = (1->6)-alpha-D-mannosyl-(1->6)-alpha-D-mannosyl-oligosaccharide + decaprenol phosphate.		EC:2.4.1.199	MetaCyc:2.4.1.199-RXN
GO:0051751	alpha-1,4-mannosyltransferase activity	Catalysis of the transfer of a mannose residue to an oligosaccharide, forming an alpha-(1->4) linkage.			
GO:0047514	1,3-beta-D-glucan phosphorylase activity	Catalysis of the reaction: [(1->3)-beta-D-glucosyl](n) + phosphate = [(1->3)-beta-D-glucosyl](n-1) + alpha-D-glucose 1-phosphate; substrates include laminarin.		EC:2.4.1.97	MetaCyc:13-BETA-GLUCAN-PHOSPHORYLASE-RXN
GO:0047515	1,3-beta-oligoglucan phosphorylase activity	Catalysis of the reaction: [oligomeric (1->3)-beta-D-glucosyl](n) + phosphate = [(1->3)-beta-D-glucosyl](n-1) + alpha-D-glucose 1-phosphate.		EC:2.4.1.30	MetaCyc:13-BETA-OLIGOGLUCAN-PHOSPHORYLASE-RXN
GO:0050500	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase activity	Catalysis of the reaction: phosphate + beta-D-galactopyranosyl-(1->3)-N-acetyl-D-glucosamine = N-acetyl-D-glucosamine + alpha-D-galactopyranose 1-phosphate.	RHEA:20285	EC:2.4.1.211	MetaCyc:2.4.1.211-RXN
GO:0110068	glucosylglycerate phosphorylase activity	Catalysis of the reaction: glucosylglycerate + phosphate = glucose-1-phosphate + D-glycerate			
GO:0001962	alpha-1,3-galactosyltransferase activity	Catalysis of the transfer of a galactose residue from a donor molecule, such as GDP-galactose or UDP-galactose, to an oligosaccharide, forming an alpha-(1->3) linkage.		EC:2.4.1	
GO:0031278	alpha-1,2-galactosyltransferase activity	Catalysis of the transfer of a galactose residue from a donor molecule, such as GDP-galactose or UDP-galactose, to an oligosaccharide, forming an alpha-1,2-linkage.		EC:2.4.1	
GO:0048531	beta-1,3-galactosyltransferase activity	Catalysis of the transfer of a galactose residue from a donor molecule to an oligosaccharide, forming a beta-1,3-linkage.			
GO:1990714	hydroxyproline O-galactosyltransferase activity	Catalysis of the transfer of galactose from UDP-galactose to hydroxyproline residues present in the peptide backbone.			
GO:0031127	alpha-(1,2)-fucosyltransferase activity	Catalysis of the transfer of an L-fucosyl group from GDP-beta-L-fucose to an acceptor molecule to form an alpha-(1->2) linkage.			
GO:0046920	alpha-(1->3)-fucosyltransferase activity	Catalysis of the transfer of an L-fucosyl group from GDP-beta-L-fucose to an acceptor molecule to form an alpha-(1->3) linkage.			
GO:0046921	alpha-(1->6)-fucosyltransferase activity	Catalysis of the transfer of an L-fucosyl group from GDP-beta-L-fucose to an acceptor molecule to form an alpha-(1->6) linkage.			
GO:0004583	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	Catalysis of the transfer of an alpha-D-glucosyl residue from dolichyl-phosphate D-glucose into a membrane lipid-linked oligosaccharide.			MetaCyc:RXN-5472
GO:0016762	xyloglucan:xyloglucosyl transferase activity	Catalysis of the cleavage of a beta-(1->4) bond in the backbone of a xyloglucan and transfers the xyloglucanyl segment on to O-4 of the non-reducing terminal glucose residue of an acceptor, which can be a xyloglucan or an oligosaccharide of xyloglucan.		EC:2.4.1.207	MetaCyc:2.4.1.207-RXN
GO:0032001	1,4-alpha-glucan 6-alpha-glucosyltransferase activity	Catalysis of the transfer an alpha-D-glucosyl residue in a (1->4)-alpha-D-glucan to the primary hydroxy group of glucose, free or combined in a (1->4)-alpha-D-glucan.		EC:2.4.1.24	MetaCyc:2.4.1.24-RXN
GO:0033556	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	Catalysis of the addition of a glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation; the transfer of glucose from dolichyl phosphate glucose (Dol-P-Glc) on to the lipid-linked oligosaccharide Man(7)GlcNAc(2)-PP-Dol.			
GO:0033822	glucosyl-DNA beta-glucosyltransferase activity	Catalysis of the transfer of a beta-D-glucosyl residue from UDP-glucose to a glucosylhydroxymethylcytosine residue in DNA.		EC:2.4.1.28	MetaCyc:2.4.1.28-RXN
GO:0033824	alternansucrase activity	Catalysis of the transfer of an alpha-D-glucosyl residue from sucrose to alternately the 6-position and the 3-position of the non-reducing terminal residue of an alpha-D-glucan, thus producing a glucan having alternating alpha-1,6- and alpha-1,3-linkages.		EC:2.4.1.140	MetaCyc:2.4.1.140-RXN
GO:0033825	oligosaccharide 4-alpha-D-glucosyltransferase activity	Catalysis of the transfer of the non-reducing terminal alpha-D-glucose residue from a 1,4-alpha-D-glucan to the 4-position of an alpha-D-glucan, thus bringing about the hydrolysis of oligosaccharides.		EC:2.4.1.161	MetaCyc:2.4.1.161-RXN
GO:0033826	xyloglucan 4-glucosyltransferase activity	Catalysis of the transfer of a beta-D-glucosyl residue from UDP-glucose on to a glucose residue in xyloglucan, forming a beta-1,4-D-glucosyl-D-glucose linkage.		EC:2.4.1.168	MetaCyc:2.4.1.168-RXN
GO:0033838	flavonol-3-O-glucoside glucosyltransferase activity	Catalysis of the reaction: UDP-glucose + a flavonol 3-O-beta-D-glucoside = UDP + a flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside.	RHEA:18893	EC:2.4.1.239	MetaCyc:2.4.1.239-RXN
GO:0033839	flavonol-3-O-glycoside glucosyltransferase activity	Catalysis of the reaction: UDP-glucose + a flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside = UDP + a flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside.	RHEA:23544	EC:2.4.1.240	MetaCyc:2.4.1.240-RXN
GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	Catalysis of the addition of the first glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation; the transfer of glucose from dolichyl phosphate glucose (Dol-P-Glc) on to the lipid-linked oligosaccharide Man(9)GlcNAc(2)-PP-Dol.			MetaCyc:RXN-5470
GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	Catalysis of the addition of the second glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation; the transfer of glucose from dolichyl phosphate glucose (Dol-P-Glc) on to the lipid-linked oligosaccharide Glc(1)Man(9)GlcNAc(2)-PP-Dol.			MetaCyc:RXN-5471
GO:0106073	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity	Catalysis of the addition of the third glucose residue to the lipid-linked oligosaccharide precursor for N-linked glycosylation; the transfer of glucose from dolichyl phosphate glucose (Dol-P-Glc) on to the lipid-linked oligosaccharide Glc(2)Man(9)GlcNAc(2)-PP-Dol.		EC:2.4.1.256	
GO:0033841	6G-fructosyltransferase activity	Catalysis of the reaction: [1-beta-D-fructofuranosyl-(2->1)-]m+1 alpha-D-glucopyranoside + [1-beta-D-fructofuranosyl-(2->1)-]n+1 alpha-D-glucopyranoside = [1-beta-D-fructofuranosyl-(2->1)-]m alpha-D-glucopyranoside + [1-beta-D-fructofuranosyl-(2->1)-]n+1 beta-D-fructofuranosyl-(2->6)-alpha-D-glucopyranoside (m > 0; n >= 0).		EC:2.4.1.243	MetaCyc:2.4.1.243-RXN
GO:0047207	1,2-beta-fructan 1F-fructosyltransferase activity	Catalysis of the reaction: [(1->2)-beta-D-fructosyl](n) + [(1->2)-beta-D-fructosyl](m) = [(1->2)-beta-D-fructosyl](n+1) + [(1->2)-beta-D-fructosyl](m-1).		EC:2.4.1.100	MetaCyc:2.4.1.100-RXN
GO:0033843	xyloglucan 6-xylosyltransferase activity	Catalysis of the transfer of an alpha-D-xylosyl residue from UDP-D-xylose to a glucose residue in xyloglucan, forming an alpha-1,6-D-xylosyl-D-glucose linkage.		EC:2.4.2.39	MetaCyc:2.4.2.39-RXN
GO:0043888	(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase activity	Catalysis of the transfer of a geranylgeranyl group from geranylgeranyl diphosphate to (S)-3-O-geranylgeranylglyceryl phosphate to form (S)-2,3-di-O-geranylgeranylglyceryl phosphate.		EC:2.5.1	
GO:0036141	L-phenylalanine-oxaloacetate transaminase activity	Catalysis of the reaction L-phenylalanine + oxaloacetate = phenylpyruvate + aspartate.			
GO:0033200	inositol heptakisphosphate 5-kinase activity	Catalysis of the reaction: ATP + 4-diphospho-1D-myo-inositol (1,2,3,5,6)pentakisphosphate = 4,5-bisdiphosphoinositol-1D-myoinositol (1,2,3,6)tetrakisphosphate, and ATP + 6-diphospho-1D-myo-inositol (1,2,3,4,5)pentakisphosphate = 5,6-bisdiphosphoinositol-1D-myoinositol (1,2,3,4)tetrakisphosphate.			
GO:0036432	all-trans undecaprenol kinase activity	Catalysis of the reaction: ATP + undecaprenol + all-trans-undecaprenyl phosphate + ADP + H+.	RHEA:23752		
GO:0102218	starch, H2O dikinase activity	Catalysis of the reaction: n ATP + n H2O + starch = n AMP + n hydrogenphosphate + a 6-phosphogluco-amylopectin		EC:2.7.9.4	MetaCyc:RXN-12203
GO:0102219	phosphogluco-amylopectin water dikinase activity	Catalysis of the reaction: n ATP + n H2O + a 6-phosphogluco-amylopectin = n AMP + n hydrogenphosphate + a 6-phosphogluco-3-phosphogluco-amylopectin		EC:2.7.9.5	MetaCyc:RXN-12204
GO:0022855	protein-N(PI)-phosphohistidine-glucose phosphotransferase system transporter activity	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + glucose(out) = protein histidine + glucose phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.			
GO:0022856	protein-N(PI)-phosphohistidine-sorbitol phosphotransferase system transporter activity	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + sorbitol(out) = protein histidine + sorbitol phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.			
GO:0022869	protein-N(PI)-phosphohistidine-lactose phosphotransferase system transporter activity	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + lactose(out) = protein histidine + lactose phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.			
GO:0022870	protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity	Catalysis of the PEP-dependent, phosphoryl transfer-driven transport of substances across a membrane. The transport happens by catalysis of the reaction: protein N-phosphohistidine + mannose(out) = protein histidine + mannose phosphate(in). This differs from primary and secondary active transport in that the solute is modified during transport.			
