class	class label	def	unmatched_term	rhea_chebi_id	rhea_chebi_id label	info	score	rhea	ec	metacyc
GO:0034558	technetium (VII) reductase activity	Catalysis of the reaction: pertechnetate ion + 3/2 H2 = technetium (IV) oxide + H2O + OH-.	3/2 H2							
GO:0034558	technetium (VII) reductase activity	Catalysis of the reaction: pertechnetate ion + 3/2 H2 = technetium (IV) oxide + H2O + OH-.	technetium (IV) oxide							
GO:0051719	DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates	Catalysis of the reaction: S-adenosyl-L-methionine + DNA containing CpN = S-adenosyl-L-homocysteine + DNA containing 5-MeCpN.	DNA containing CpN							
GO:0051719	DNA (cytosine-5-)-methyltransferase activity, acting on CpN substrates	Catalysis of the reaction: S-adenosyl-L-methionine + DNA containing CpN = S-adenosyl-L-homocysteine + DNA containing 5-MeCpN.	DNA containing 5-MeCpN							
GO:0034858	2-hydroxybenzothiazole monooxygenase activity	Catalysis of the reaction: 2-hydroxybenzothiazole + 1/2 O2 = 2,6-dihydroxybenzothiazole.	1/2 O2							
GO:0034858	2-hydroxybenzothiazole monooxygenase activity	Catalysis of the reaction: 2-hydroxybenzothiazole + 1/2 O2 = 2,6-dihydroxybenzothiazole.	2,6-dihydroxybenzothiazole							
GO:0051744	3,8-divinyl protochlorophyllide a 8-vinyl reductase activity	Catalysis of the reaction: divinyl protochlorophyllide a + NADPH + H+ = monovinyl protochlorophyllide a + NADP+.	divinyl protochlorophyllide a							
GO:0008707	4-phytase activity	Catalysis of the reaction: myo-inositol hexakisphosphate + H2O = 1-myo-inositol 1,2,3,4,5-pentakisphosphate + phosphate.	1-myo-inositol 1,2,3,4,5-pentakisphosphate							
GO:0047206	UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase activity	Catalysis of the reaction: UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine + L-alanyl-tRNA = UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine + tRNA.	L-alanyl-tRNA							
GO:0047206	UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase activity	Catalysis of the reaction: UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine + L-alanyl-tRNA = UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-N6-(L-alanyl)-L-lysyl-D-alanyl-D-alanine + tRNA.	L-alanyl-tRNA							
GO:0004336	galactosylceramidase activity	Catalysis of the reaction: D-galactosyl-N-acylsphingosine + H2O = D-galactose + N-acylsphingosine.	D-galactosyl-N-acylsphingosine							
GO:0034945	2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity	Catalysis of the reaction: 2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA + CoASH = 3-isopropylbut-3-enoyl-CoA + propanoyl-CoA.	2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA							
GO:0034945	2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity	Catalysis of the reaction: 2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA + CoASH = 3-isopropylbut-3-enoyl-CoA + propanoyl-CoA.	3-isopropylbut-3-enoyl-CoA							
GO:0047582	4-methyleneglutaminase activity	Catalysis of the reaction: 4-methylene-L-glutamine + H(2)O = 4-methylene-L-glutamate + NH(4)(+).	H(2)O							
GO:0047582	4-methyleneglutaminase activity	Catalysis of the reaction: 4-methylene-L-glutamine + H(2)O = 4-methylene-L-glutamate + NH(4)(+).	NH(4)(+)							
GO:0034924	cis-3,4-phenanthrenedihydrodiol-4-carboxylate dehydrogenase activity	Catalysis of the reaction: cis-3,4-phenanthrenedihydrodiol-4-carboxylate = 3,4-dihydroxyphenanthrene + H+ + 2 e- + CO2.	cis-3,4-phenanthrenedihydrodiol-4-carboxylate							
GO:0032216	glucosaminyl-phosphotidylinositol O-acyltransferase activity	Catalysis of the reaction: glucosaminyl-phosphotidylinositol + fatty acyl-CoA = glucosaminyl-acyl-phosphotidylinositol + CoA.	glucosaminyl-phosphotidylinositol							
GO:0032216	glucosaminyl-phosphotidylinositol O-acyltransferase activity	Catalysis of the reaction: glucosaminyl-phosphotidylinositol + fatty acyl-CoA = glucosaminyl-acyl-phosphotidylinositol + CoA.	glucosaminyl-acyl-phosphotidylinositol							
GO:0032216	glucosaminyl-phosphotidylinositol O-acyltransferase activity	Catalysis of the reaction: glucosaminyl-phosphotidylinositol + fatty acyl-CoA = glucosaminyl-acyl-phosphotidylinositol + CoA.	glucosaminyl-phosphotidylinositol							
GO:0032216	glucosaminyl-phosphotidylinositol O-acyltransferase activity	Catalysis of the reaction: glucosaminyl-phosphotidylinositol + fatty acyl-CoA = glucosaminyl-acyl-phosphotidylinositol + CoA.	glucosaminyl-acyl-phosphotidylinositol							
GO:0047610	acetylsalicylate deacetylase activity	Catalysis of the reaction: acetylsalicylate + H(2)O = acetate + H(+) + salicylate.	H(2)O							
GO:0033840	NDP-glucose-starch glucosyltransferase activity	Catalysis of the reaction: NDP-glucose + (1,4-alpha-D-glucosyl)n = NDP + (1,4-alpha-D-glucosyl)n+1.	NDP-glucose							
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	AH(2)							
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	AH(2)							
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	AH(2)							
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	AH(2)							
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	AH(2)							
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	AH(2)							
GO:0047809	D-2-hydroxy-acid dehydrogenase activity	Catalysis of the reaction: (R)-lactate + A = AH(2) + pyruvate.	AH(2)							
GO:0008949	oxalyl-CoA decarboxylase activity	Catalysis of the reaction: H(+) + oxalyl-CoA = CO(2) + formyl-CoA.	CO(2)							
GO:0052932	2-chloroethanol cytochrome-c oxidoreductase activity	Catalysis of the reaction: 2-chloroethanol + 2 cytochrome c(L) = chloroacetaldehyde + 2 reduced cytochrome c(L).	cytochrome c(L)							
GO:0052932	2-chloroethanol cytochrome-c oxidoreductase activity	Catalysis of the reaction: 2-chloroethanol + 2 cytochrome c(L) = chloroacetaldehyde + 2 reduced cytochrome c(L).	reduced cytochrome c(L)							
GO:0052919	aliphatic (R)-hydroxynitrile lyase activity	Catalysis of the reaction: an aliphatic (R)-hydroxynitrile = an aliphatic aldehyde or ketone + hydrogen cyanide.	aliphatic (R)-hydroxynitrile							
GO:0052919	aliphatic (R)-hydroxynitrile lyase activity	Catalysis of the reaction: an aliphatic (R)-hydroxynitrile = an aliphatic aldehyde or ketone + hydrogen cyanide.	aliphatic aldehyde or ketone							
GO:0047759	butanal dehydrogenase activity	Catalysis of the reaction: butanal + CoA + NAD(P)+ = butanoyl-CoA + NAD(P)H + H+.	NAD(P)+							
GO:0047759	butanal dehydrogenase activity	Catalysis of the reaction: butanal + CoA + NAD(P)+ = butanoyl-CoA + NAD(P)H + H+.	NAD(P)+							
GO:0047759	butanal dehydrogenase activity	Catalysis of the reaction: butanal + CoA + NAD(P)+ = butanoyl-CoA + NAD(P)H + H+.	NAD(P)+							
GO:0047759	butanal dehydrogenase activity	Catalysis of the reaction: butanal + CoA + NAD(P)+ = butanoyl-CoA + NAD(P)H + H+.	NAD(P)+							
GO:0008884	glutathionylspermidine amidase activity	Catalysis of the reaction: N1-(gamma-L-glutamyl-L-cysteinyl-glycyl)-spermidine + H2O = gamma-L-glutamyl-L-cysteinyl-glycine + spermidine.	N1-(gamma-L-glutamyl-L-cysteinyl-glycyl)-spermidine							
GO:0008884	glutathionylspermidine amidase activity	Catalysis of the reaction: N1-(gamma-L-glutamyl-L-cysteinyl-glycyl)-spermidine + H2O = gamma-L-glutamyl-L-cysteinyl-glycine + spermidine.	gamma-L-glutamyl-L-cysteinyl-glycine							
GO:0018365	protein-serine epimerase activity	Catalysis of the reaction: (protein)-L-serine = (protein)-D-serine.	(protein)-L-serine							
GO:0018365	protein-serine epimerase activity	Catalysis of the reaction: (protein)-L-serine = (protein)-D-serine.	(protein)-D-serine							
GO:0016430	tRNA (adenine-N6-)-methyltransferase activity	Catalysis of the reaction: S-adenosyl-L-methionine + tRNA = S-adenosyl-L-homocysteine + tRNA containing N6-methyladenine.	tRNA containing N6-methyladenine							
GO:0050351	trimetaphosphatase activity	Catalysis of the reaction: H(2)O + trimetaphosphate = 2 H(+) + triphosphate.	H(2)O							
GO:0015037	peptide disulfide oxidoreductase activity	Catalysis of the reaction: a peptide with reduced sulfide groups = a peptide with oxidized disulfide bonds.	peptide with reduced sulfide groups							
GO:0015037	peptide disulfide oxidoreductase activity	Catalysis of the reaction: a peptide with reduced sulfide groups = a peptide with oxidized disulfide bonds.	peptide with oxidized disulfide bonds							
GO:0070457	D-galactose-1-phosphate phosphatase activity	Catalysis of the reaction: D-galactose-1-phosphate + H2O = D-galactose + phosphate.	D-galactose-1-phosphate							
GO:0004800	thyroxine 5'-deiodinase activity	Catalysis of the reaction: 3,5,3'-L-triiodo-L-thyronine + iodide + acceptor + H+ = L-thyroxine + donor-H2.	3,5,3'-L-triiodo-L-thyronine							
GO:0004800	thyroxine 5'-deiodinase activity	Catalysis of the reaction: 3,5,3'-L-triiodo-L-thyronine + iodide + acceptor + H+ = L-thyroxine + donor-H2.	donor-H2							
GO:0047410	N-formylmethionylaminoacyl-tRNA deformylase activity	Catalysis of the reaction: H2O + charged-fMet-tRNAs = L-methionylaminoacyl-tRNA + formate.	charged-fMet-tRNAs							
GO:0008718	D-amino-acid dehydrogenase activity	Catalysis of the reaction: a D-amino acid + H2O + acceptor = a 2-oxo acid + NH3 + reduced acceptor.	D-amino acid	http://purl.obolibrary.org/obo/CHEBI_59871	D-alpha-amino acid zwitterion	newsyn	0.75			
GO:0008718	D-amino-acid dehydrogenase activity	Catalysis of the reaction: a D-amino acid + H2O + acceptor = a 2-oxo acid + NH3 + reduced acceptor.	reduced acceptor							
GO:0034815	cis-4-(8-hydroxypyren-7-yl)-2-oxobut-3-enoate lyase activity	Catalysis of the reaction: cis-4-(8-hydroxypyren-7-yl)-2-oxobut-3-enoate = 10-oxabenzo(def)chrysen-9-one + formate + H+.	cis-4-(8-hydroxypyren-7-yl)-2-oxobut-3-enoate							
GO:0034815	cis-4-(8-hydroxypyren-7-yl)-2-oxobut-3-enoate lyase activity	Catalysis of the reaction: cis-4-(8-hydroxypyren-7-yl)-2-oxobut-3-enoate = 10-oxabenzo(def)chrysen-9-one + formate + H+.	10-oxabenzo(def)chrysen-9-one							
GO:0034795	cyclohexane monooxygenase activity	Catalysis of the reaction: cyclohexane + O2 + NAD(P)H + H+ = cyclohexanol + NAD(P)+ + H2O.	NAD(P)+							
GO:0034070	aminoglycoside 1-N-acetyltransferase activity	Catalysis of the reaction: acetyl-CoA + aminoglycoside = CoA + 1-N-acetylaminoglycoside. This is acetylation of the 1-amino group of the central deoxystreptamine ring.	1-N-acetylaminoglycoside							
GO:0034070	aminoglycoside 1-N-acetyltransferase activity	Catalysis of the reaction: acetyl-CoA + aminoglycoside = CoA + 1-N-acetylaminoglycoside. This is acetylation of the 1-amino group of the central deoxystreptamine ring.	1-N-acetylaminoglycoside							
GO:0048244	phytanoyl-CoA dioxygenase activity	Catalysis of the reaction: 2-oxoglutarate + O(2) + phytanoyl-CoA = 2-hydroxyphytanoyl-CoA + CO(2) + succinate.	O(2)							
GO:0048244	phytanoyl-CoA dioxygenase activity	Catalysis of the reaction: 2-oxoglutarate + O(2) + phytanoyl-CoA = 2-hydroxyphytanoyl-CoA + CO(2) + succinate.	CO(2)							
GO:0003870	5-aminolevulinate synthase activity	Catalysis of the reaction: glycine + H(+) + succinyl-CoA = 5-aminolevulinate + CO(2) + CoA.	CO(2)							
GO:0003870	5-aminolevulinate synthase activity	Catalysis of the reaction: glycine + H(+) + succinyl-CoA = 5-aminolevulinate + CO(2) + CoA.	CO(2)							
GO:0046409	p-coumarate 3-hydroxylase activity	Catalysis of the reaction: shikimate or quinate ester of p-coumaric acid + NADPH + H+ + O2 = caffeic acid conjugate (caffeoyl shikimic acid or chlorogenic acid) + H2O + NADP+.	shikimate or quinate ester of p-coumaric acid							
GO:0046409	p-coumarate 3-hydroxylase activity	Catalysis of the reaction: shikimate or quinate ester of p-coumaric acid + NADPH + H+ + O2 = caffeic acid conjugate (caffeoyl shikimic acid or chlorogenic acid) + H2O + NADP+.	caffeic acid conjugate (caffeoyl shikimic acid or chlorogenic acid)							
GO:0004734	pyrimidodiazepine synthase activity	Catalysis of the reaction: a pyrimidodiazepine + oxidized glutathione = 6-pyruvoyltetrahydropterin + 2 glutathione.	oxidized glutathione							
GO:0004734	pyrimidodiazepine synthase activity	Catalysis of the reaction: a pyrimidodiazepine + oxidized glutathione = 6-pyruvoyltetrahydropterin + 2 glutathione.	6-pyruvoyltetrahydropterin							
GO:0018609	chlorobenzene dioxygenase activity	Catalysis of the reaction: 2,3-unsubstituted benzenoid + O2 + NAD(P)H + H+ = 2,3-cis-dihydroxydihydrobenzenoid + NAD(P)+. Substrates include 1,4-dichlorobenzene (forms 3,6-dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene), 1,2,3,4-tetrachlorobenzene (forms cis-chlorobenzene dihydrodiol) and 1,2,4-trichlorobenzene (forms 3,4,6-trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene).	2,3-unsubstituted benzenoid							
GO:0018609	chlorobenzene dioxygenase activity	Catalysis of the reaction: 2,3-unsubstituted benzenoid + O2 + NAD(P)H + H+ = 2,3-cis-dihydroxydihydrobenzenoid + NAD(P)+. Substrates include 1,4-dichlorobenzene (forms 3,6-dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene), 1,2,3,4-tetrachlorobenzene (forms cis-chlorobenzene dihydrodiol) and 1,2,4-trichlorobenzene (forms 3,4,6-trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene).	2,3-cis-dihydroxydihydrobenzenoid							
GO:0018609	chlorobenzene dioxygenase activity	Catalysis of the reaction: 2,3-unsubstituted benzenoid + O2 + NAD(P)H + H+ = 2,3-cis-dihydroxydihydrobenzenoid + NAD(P)+. Substrates include 1,4-dichlorobenzene (forms 3,6-dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene), 1,2,3,4-tetrachlorobenzene (forms cis-chlorobenzene dihydrodiol) and 1,2,4-trichlorobenzene (forms 3,4,6-trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene).	NAD(P)+							
GO:0003986	acetyl-CoA hydrolase activity	Catalysis of the reaction: acetyl-CoA + H(2)O = acetate + CoA + H(+).	H(2)O							
GO:0003986	acetyl-CoA hydrolase activity	Catalysis of the reaction: acetyl-CoA + H(2)O = acetate + CoA + H(+).	H(2)O							
GO:0031151	histone methyltransferase activity (H3-K79 specific)	Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 79) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 79). This reaction is the addition of a methyl group onto lysine at position 79 of the histone H3 protein.	histone H3 L-lysine (position 79)							
GO:0031151	histone methyltransferase activity (H3-K79 specific)	Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 79) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 79). This reaction is the addition of a methyl group onto lysine at position 79 of the histone H3 protein.	histone H3 N6-methyl-L-lysine (position 79)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	AH(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	O(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	H(2)O							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	AH(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	O(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	H(2)O							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	AH(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	O(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	H(2)O							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	AH(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	O(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	H(2)O							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	AH(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	O(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	H(2)O							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	AH(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	O(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	H(2)O							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	AH(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	O(2)							
GO:0050214	progesterone monooxygenase activity	Catalysis of the reaction: AH(2) + O(2) + progesterone = A + H(2)O + testosterone acetate.	H(2)O							
GO:0052881	4-hydroxyphenylacetate 3-monooxygenase activity	Catalysis of the reaction: (4-hydroxyphenyl)acetate + FADH(2) + O(2) = 3,4-dihydroxyphenylacetate + FAD + H(+) + H(2)O.	FADH(2)							
